ward_code,Ward,Borough,Party,Designation,Life_Exp ,Child_Obesity,Incapacity_Benefit,Unemployment_rate,Crime_rate,Deliberate_Fires,GCSE_point,Unauthorised_Absence,dependent_children,Public_Transport,open_space ,Subjective_wellbeing,Rate_of_Ambulance,Median_income
E05000182,Northfield,Ealing,Conservative,Outer,83.90,13.50,0.80,2.40,58.20,0.30,385.00,0.32,6.00,3.37,4.40,8.00,96.00,48480.00
E05000183,North Greenford,Ealing,Labour,Outer,84.30,24.00,1.20,3.80,71.10,0.60,359.00,0.94,11.00,2.59,10.40,7.70,80.80,36480.00
E05000184,Northolt Mandeville,Ealing,Labour,Outer,82.80,23.80,1.90,7.30,73.80,0.80,340.00,1.04,23.00,3.19,11.40,7.70,109.50,31950.00
E05000185,Northolt West End,Ealing,Labour,Outer,80.40,20.00,2.60,9.10,97.70,0.50,346.00,1.06,26.00,2.54,8.30,7.70,111.00,28550.00
E05000186,Norwood Green,Ealing,Labour,Outer,79.60,22.50,3.40,10.10,70.70,0.80,337.00,1.14,26.00,2.33,12.50,8.10,169.70,29020.00
E05000187,Perivale,Ealing,Labour,Outer,83.80,23.80,1.60,4.80,80.50,0.10,357.00,0.85,14.00,2.31,5.40,7.70,90.40,36040.00
E05000188,South Acton,Ealing,Labour,Outer,79.20,27.30,1.60,7.20,89.20,0.10,344.00,0.96,25.00,4.58,3.40,7.70,162.40,34300.00
E05000189,Southall Broadway,Ealing,Labour,Outer,80.90,23.60,2.50,8.20,118.60,1.00,338.00,1.13,18.00,3.25,-2.50,8.10,155.60,27930.00
E05000190,Southall Green,Ealing,Labour,Outer,80.00,24.40,2.40,10.40,95.40,0.80,341.00,1.11,20.00,3.04,0.60,8.10,129.50,27150.00
E05000191,Southfield,Ealing,Conservative,Outer,83.00,16.20,0.90,3.00,82.10,0.30,353.00,0.99,11.00,3.08,4.90,7.70,72.60,50170.00
E05000192,Walpole,Ealing,Labour,Outer,81.90,15.60,1.20,3.60,77.70,0.00,372.00,0.46,9.00,3.82,-2.20,8.00,101.60,46240.00
E05000193,Bowes,Enfield,Labour,Outer,84.20,20.20,1.80,6.60,74.30,0.10,343.00,1.15,22.00,3.89,-10.90,7.40,81.90,36300.00
E05000194,Bush Hill Park,Enfield,Conservative,Outer,83.00,23.20,1.50,3.90,69.50,0.40,372.00,0.88,12.00,2.74,0.60,7.40,128.60,41800.00
E05000195,Chase,Enfield,Conservative,Outer,79.50,23.00,2.50,6.40,65.40,0.90,338.00,1.38,22.00,1.95,15.40,7.20,111.00,36350.00
E05000196,Cockfosters,Enfield,Conservative,Outer,84.60,20.20,1.70,3.90,51.00,0.50,364.00,0.86,12.00,2.61,11.40,7.40,119.50,43570.00
E05000197,Edmonton Green,Enfield,Labour,Outer,81.90,30.90,2.90,19.30,107.80,1.00,328.00,2.11,33.00,3.94,3.10,7.40,163.90,26010.00
E05000198,Enfield Highway,Enfield,Labour,Outer,83.00,25.00,2.10,9.90,78.80,1.00,338.00,1.66,32.00,2.53,1.20,7.20,127.80,29450.00
E05000199,Enfield Lock,Enfield,Labour,Outer,79.20,28.00,2.10,10.60,78.30,0.50,334.00,2.24,36.00,2.58,4.30,7.20,113.20,30240.00
E05000200,Grange,Enfield,Conservative,Outer,85.20,13.20,1.10,3.40,70.90,0.50,382.00,0.86,9.00,3.11,-5.30,7.20,116.80,45960.00
E05000201,Haselbury,Enfield,Labour,Outer,82.30,26.10,2.40,10.50,83.40,0.50,330.00,2.13,30.00,3.03,0.20,7.40,103.70,29600.00
E05000202,Highlands,Enfield,Conservative,Outer,84.90,18.80,2.30,3.00,46.80,0.20,358.00,0.91,13.00,2.71,0.70,7.40,163.10,43540.00
E05000203,Jubilee,Enfield,Labour,Outer,80.70,24.10,2.20,9.10,77.50,0.60,330.00,1.53,28.00,2.47,9.80,7.40,119.50,30800.00
E05000204,Lower Edmonton,Enfield,Labour,Outer,81.10,29.50,2.40,11.10,67.50,0.60,326.00,2.16,33.00,3.23,2.60,7.40,117.70,28110.00
E05000205,Palmers Green,Enfield,Labour,Outer,83.40,23.70,1.80,5.50,88.80,0.60,359.00,1.04,15.00,2.54,-4.40,7.40,114.70,37970.00
E05000206,Ponders End,Enfield,Labour,Outer,80.40,30.00,2.10,13.00,81.10,0.70,326.00,1.58,28.00,3.33,6.90,7.40,130.40,28560.00
E05000207,Southbury,Enfield,Labour,Outer,83.00,23.10,2.30,7.90,92.20,0.80,332.00,1.51,26.00,3.07,4.40,7.20,116.60,33260.00
E05000208,Southgate,Enfield,Conservative,Outer,82.60,16.50,1.50,4.20,64.10,0.10,369.00,0.81,14.00,3.14,-3.40,7.40,107.90,41520.00
E05000209,Southgate Green,Enfield,Labour,Outer,83.00,22.30,1.50,4.30,69.30,0.20,369.00,0.90,13.00,3.89,-3.40,7.40,111.80,42750.00
E05000210,Town,Enfield,Conservative,Outer,84.00,20.10,1.50,3.90,52.00,0.30,363.00,0.70,12.00,2.56,-5.50,7.20,120.50,42300.00
E05000211,Turkey Street,Enfield,Labour,Outer,80.30,27.10,2.50,9.50,107.40,0.80,330.00,2.01,33.00,2.49,0.20,7.20,131.10,28960.00
E05000212,Upper Edmonton,Enfield,Labour,Outer,77.50,28.50,2.30,11.70,118.60,1.00,327.00,2.00,29.00,3.40,-1.20,7.40,170.40,28480.00
E05000213,Winchmore Hill,Enfield,Conservative,Outer,82.10,19.70,1.50,3.80,64.70,0.10,375.00,0.71,8.00,2.94,-5.70,7.40,102.60,45880.00
E05000214,Abbey Wood,Greenwich,Labour,Inner,79.10,29.50,2.80,8.70,96.80,0.90,352.00,1.20,26.00,3.07,7.90,7.90,116.80,31540.00
E05000215,Blackheath Westcombe,Greenwich,Labour,Inner,81.60,23.30,1.80,3.30,92.40,0.40,372.00,1.22,12.00,3.43,-2.70,7.70,108.80,49160.00
E05000216,Charlton,Greenwich,Labour,Inner,78.20,27.30,2.70,7.30,68.80,0.70,353.00,1.43,22.00,4.03,1.10,7.70,108.50,37940.00
E05000217,Coldharbour and New Eltham,Greenwich,Conservative,Inner,81.30,22.70,1.90,4.80,61.60,0.50,352.00,0.85,16.00,2.87,-3.90,7.70,116.30,38390.00
E05000218,Eltham North,Greenwich,Conservative,Inner,83.90,14.40,1.20,3.90,71.60,0.10,371.00,0.72,9.00,2.88,-0.90,7.70,99.60,43120.00
E05000219,Eltham South,Greenwich,Conservative,Inner,82.40,25.40,1.60,5.00,74.70,0.40,358.00,1.21,21.00,3.34,5.20,7.70,130.30,37120.00
E05000220,Eltham West,Greenwich,Labour,Inner,79.20,20.60,2.10,6.10,73.00,0.40,349.00,1.55,23.00,3.06,-3.10,7.70,129.40,34250.00
E05000221,Glyndon,Greenwich,Labour,Inner,77.00,24.30,2.00,10.10,68.10,1.50,329.00,1.76,24.00,4.00,1.00,7.90,113.60,31690.00
E05000222,Greenwich West,Greenwich,Labour,Inner,81.10,25.90,1.60,5.20,101.00,0.50,352.00,1.44,20.00,4.60,9.50,7.70,117.90,42270.00
E05000223,Kidbrooke with Hornfair,Greenwich,Labour,Inner,81.40,24.30,2.40,6.90,79.80,0.80,360.00,1.60,25.00,2.55,-1.60,7.70,106.60,35740.00
E05000224,Middle Park and Sutcliffe,Greenwich,Labour,Inner,81.60,24.10,2.80,8.10,84.50,0.70,353.00,1.83,28.00,2.27,-0.30,7.70,113.60,35340.00
E05000225,Peninsula,Greenwich,Labour,Inner,81.40,19.40,1.40,4.20,115.30,0.40,357.00,1.45,15.00,4.53,3.50,7.70,136.80,41840.00
E05000226,Plumstead,Greenwich,Labour,Inner,80.80,27.30,1.80,10.60,80.30,2.20,347.00,1.52,22.00,3.56,1.30,7.90,118.30,32390.00
E05000227,Shooters Hill,Greenwich,Labour,Inner,82.70,23.00,1.80,5.70,58.70,1.10,363.00,1.05,15.00,2.44,7.40,7.70,86.20,39030.00
E05000228,Thamesmead Moorings,Greenwich,Labour,Inner,77.10,28.40,1.50,9.30,74.40,1.10,350.00,1.21,21.00,2.64,2.10,7.90,97.30,34450.00
E05000229,Woolwich Common,Greenwich,Labour,Inner,79.10,23.50,2.30,13.20,81.20,1.20,350.00,1.34,23.00,4.00,2.90,7.90,184.70,30260.00
E05000230,Woolwich Riverside,Greenwich,Labour,Inner,78.10,26.60,2.00,10.40,85.90,0.80,335.00,1.68,26.00,4.50,-7.80,7.90,146.80,33540.00
E05000231,Brownswood,Hackney,Labour,Inner,80.90,30.70,1.90,5.90,127.70,0.10,328.00,1.12,28.00,6.13,-2.20,7.40,133.50,40070.00
E05000232,Cazenove,Hackney,Labour,Inner,85.20,20.60,1.90,9.60,59.90,0.30,346.00,0.81,15.00,4.75,-6.60,7.40,62.50,38130.00
E05000233,Chatham,Hackney,Labour,Inner,80.30,26.00,2.40,13.70,106.20,0.20,335.00,1.02,34.00,5.75,-1.20,7.50,165.20,32510.00
E05000234,Clissold,Hackney,Labour,Inner,80.80,18.90,1.90,5.30,105.50,0.10,360.00,0.69,19.00,3.63,-1.40,7.40,107.60,45450.00
E05000235,Dalston,Hackney,Labour,Inner,80.30,25.10,2.00,11.60,199.80,0.30,334.00,1.30,33.00,5.96,-1.90,7.40,138.40,38230.00
E05000236,De Beauvoir,Hackney,Labour,Inner,78.50,29.10,1.70,9.00,222.90,0.30,341.00,1.41,31.00,4.88,-0.30,7.60,98.00,39060.00
E05000237,Hackney Central,Hackney,Labour,Inner,79.80,26.50,2.40,10.80,105.30,0.10,324.00,1.25,31.00,6.74,-6.20,7.50,149.80,35260.00
E05000238,Hackney Downs,Hackney,Labour,Inner,80.30,25.40,2.60,11.20,103.70,0.10,326.00,1.11,29.00,5.49,-0.50,7.40,95.80,35700.00
E05000239,Haggerston,Hackney,Labour,Inner,80.10,28.80,1.90,10.40,66.50,0.90,332.00,1.24,33.00,5.71,-2.70,7.60,179.90,36080.00
E05000240,Hoxton,Hackney,Labour,Inner,80.50,27.10,2.30,9.10,109.30,0.60,341.00,1.25,35.00,5.83,-0.90,7.60,100.90,34970.00
E05000241,King's Park,Hackney,Labour,Inner,82.00,28.20,3.00,13.30,84.10,0.30,335.00,1.04,34.00,2.85,16.90,7.50,109.80,31970.00
E05000242,Leabridge,Hackney,Labour,Inner,77.30,23.50,2.10,11.30,102.10,0.30,352.00,1.30,29.00,4.30,-3.70,7.40,105.90,35110.00
E05000243,Lordship,Hackney,Labour,Inner,81.20,21.40,2.60,7.10,80.20,0.60,342.00,0.86,15.00,3.67,-0.70,7.40,75.60,39940.00
E05000244,New River,Hackney,Labour,Inner,82.50,26.40,2.10,7.90,65.00,0.40,342.00,1.32,14.00,5.04,-1.20,7.40,109.40,35590.00
E05000245,Queensbridge,Hackney,Labour,Inner,80.90,24.90,2.30,12.50,156.90,0.40,352.00,1.22,29.00,4.78,-2.20,7.60,124.80,36720.00
E05000246,Springfield,Hackney,Labour,Inner,80.80,25.20,3.40,10.60,73.80,0.50,310.00,1.29,20.00,3.24,-2.40,7.40,85.30,33570.00
E05000247,Stoke Newington Central,Hackney,Labour,Inner,82.20,22.30,1.80,8.10,117.10,0.20,355.00,1.12,23.00,5.26,-2.00,7.40,122.20,42400.00
E05000248,Victoria,Hackney,Labour,Inner,79.50,25.40,2.80,12.00,136.70,0.70,329.00,1.21,30.00,4.69,0.10,7.50,120.60,37350.00
E05000249,Wick,Hackney,Labour,Inner,77.80,29.90,3.30,11.80,116.30,0.60,317.00,1.26,37.00,3.95,11.70,7.50,125.80,32890.00
E05000250,Addison,Hammersmith and Fulham,Conservative,Inner,82.50,23.80,1.90,4.40,117.10,0.10,331.00,1.14,19.00,6.53,-9.90,7.90,100.30,43970.00
E05000251,Askew,Hammersmith and Fulham,Labour,Inner,82.10,23.50,2.40,6.50,102.90,0.40,342.00,1.59,21.00,3.60,-5.60,7.90,109.20,38450.00
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,Conservative,Inner,82.20,23.50,1.70,4.40,49.10,0.10,376.00,1.09,13.00,6.04,-9.70,7.90,96.30,43350.00
E05000253,College Park and Old Oak,Hammersmith and Fulham,Labour,Inner,79.20,23.00,2.30,7.90,50.40,0.70,319.00,1.28,33.00,4.89,6.40,7.90,168.20,30890.00
E05000254,Fulham Broadway,Hammersmith and Fulham,Conservative,Inner,79.40,20.80,1.80,4.60,109.70,0.00,351.00,1.18,21.00,5.38,-4.50,7.70,152.80,42130.00
E05000255,Fulham Reach,Hammersmith and Fulham,Conservative,Inner,81.10,24.50,1.70,3.70,72.80,0.20,355.00,1.14,19.00,4.18,1.30,7.70,122.20,42010.00
E05000256,Hammersmith Broadway,Hammersmith and Fulham,Labour,Inner,78.90,21.60,2.50,5.50,90.00,0.20,338.00,1.34,23.00,5.97,-7.70,7.70,213.80,39500.00
E05000257,Munster,Hammersmith and Fulham,Conservative,Inner,82.80,18.30,1.30,2.60,77.90,0.00,333.00,0.89,10.00,3.70,-5.90,7.70,77.70,50240.00
E05000258,North End,Hammersmith and Fulham,Conservative,Inner,80.40,26.50,1.80,4.70,74.20,0.20,362.00,1.28,26.00,5.24,-1.40,7.70,106.10,39510.00
E05000259,Palace Riverside,Hammersmith and Fulham,Conservative,Inner,84.40,10.50,0.90,1.70,75.60,0.10,370.00,0.93,6.00,3.73,13.50,7.70,100.50,53330.00
E05000260,Parsons Green and Walham,Hammersmith and Fulham,Conservative,Inner,83.10,27.00,1.30,2.70,101.70,0.20,354.00,1.22,10.00,4.67,4.10,7.70,97.50,55720.00
E05000261,Ravenscourt Park,Hammersmith and Fulham,Conservative,Inner,79.50,16.40,2.10,3.20,98.70,0.20,361.00,1.13,18.00,4.04,-4.20,7.90,139.90,45510.00
E05000262,Sands End,Hammersmith and Fulham,Conservative,Inner,82.40,26.50,1.40,4.10,61.90,0.10,351.00,1.19,23.00,3.40,1.60,7.70,99.10,44170.00
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,Labour,Inner,79.80,21.00,2.50,7.60,145.50,0.20,354.00,1.02,24.00,5.57,2.80,7.90,199.30,36430.00
E05000264,Town,Hammersmith and Fulham,Conservative,Inner,84.30,24.30,1.20,3.70,87.40,0.00,331.00,1.35,17.00,4.63,-7.70,7.70,83.90,47940.00
E05000265,Wormholt and White City,Hammersmith and Fulham,Labour,Inner,82.60,28.20,2.80,9.70,94.60,0.20,323.00,1.34,35.00,3.24,1.90,7.90,107.00,31860.00
E05000266,Alexandra,Haringey,Labour,Outer,83.50,10.30,0.80,3.40,94.80,0.00,385.00,0.56,8.00,3.26,8.30,7.50,76.10,51450.00
E05000267,Bounds Green,Haringey,Labour,Outer,81.30,22.60,2.10,8.20,103.60,0.10,339.00,1.41,23.00,4.91,3.70,7.50,146.10,34550.00
E05000268,Bruce Grove,Haringey,Labour,Outer,81.00,27.90,2.70,14.70,102.00,0.10,326.00,1.88,29.00,4.49,-4.20,7.40,128.60,30340.00
E05000269,Crouch End,Haringey,Labour,Outer,84.70,9.80,0.90,3.10,84.10,0.00,367.00,0.74,5.00,3.38,-2.30,7.50,93.70,52070.00
E05000270,Fortis Green,Haringey,Labour,Outer,82.60,10.90,1.20,3.20,80.30,0.20,383.00,0.77,9.00,3.12,4.80,7.50,98.10,49950.00
E05000271,Harringay,Haringey,Labour,Outer,82.50,28.80,1.90,8.90,145.00,0.10,343.00,1.48,21.00,5.34,7.20,7.50,118.60,37150.00
E05000272,Highgate,Haringey,Labour,Outer,85.10,17.40,1.00,3.30,73.80,0.20,335.00,1.29,7.00,3.96,5.10,7.50,85.40,53710.00
E05000273,Hornsey,Haringey,Labour,Outer,82.70,17.70,2.20,8.40,78.10,0.20,338.00,1.12,23.00,3.35,-3.40,7.50,104.20,40260.00
E05000274,Muswell Hill,Haringey,Labour,Outer,84.80,8.80,0.90,3.00,85.50,0.20,388.00,0.80,6.00,3.24,4.00,7.50,100.10,53910.00
E05000275,Noel Park,Haringey,Labour,Outer,81.10,29.80,2.70,11.60,176.50,0.40,324.00,1.93,30.00,6.06,-3.40,7.50,175.70,30620.00
E05000276,Northumberland Park,Haringey,Labour,Outer,80.10,30.10,3.50,20.60,103.70,0.50,327.00,1.45,35.00,4.14,-0.40,7.50,173.10,25090.00
E05000277,St Ann's,Haringey,Labour,Outer,81.20,21.90,1.90,11.10,84.60,0.30,338.00,1.86,25.00,3.93,2.50,7.50,126.50,32460.00
E05000278,Seven Sisters,Haringey,Labour,Outer,82.10,26.50,2.40,10.10,85.40,0.20,340.00,1.42,19.00,4.68,3.60,7.40,99.80,33500.00
E05000279,Stroud Green,Haringey,Labour,Outer,81.10,18.40,1.70,5.50,91.20,0.40,365.00,1.22,17.00,4.59,-0.10,7.50,91.90,44780.00
E05000280,Tottenham Green,Haringey,Labour,Outer,78.80,28.10,2.80,12.20,130.40,0.10,318.00,1.62,27.00,5.84,-1.70,7.40,184.20,28920.00
E05000281,Tottenham Hale,Haringey,Labour,Outer,81.00,29.00,2.40,11.50,100.30,0.20,328.00,1.50,34.00,4.66,2.90,7.40,139.30,27340.00
E05000282,West Green,Haringey,Labour,Outer,82.70,26.10,2.70,11.70,85.10,0.40,332.00,1.39,29.00,4.06,9.30,7.40,122.30,31110.00
E05000283,White Hart Lane,Haringey,Labour,Outer,80.00,28.50,3.10,14.30,92.80,1.10,335.00,1.73,32.00,3.30,2.00,7.50,126.90,27010.00
E05000284,Woodside,Haringey,Labour,Outer,81.60,21.90,2.40,8.90,70.50,0.60,340.00,1.68,25.00,4.67,6.40,7.50,139.00,32010.00
E05000285,Belmont,Harrow,Conservative,Outer,85.40,17.00,1.00,2.90,53.60,0.00,370.00,0.58,9.00,1.96,-15.20,7.50,66.60,42380.00
E05000286,Canons,Harrow,Conservative,Outer,83.80,18.30,1.00,3.10,48.60,0.20,355.00,0.71,9.00,2.67,5.10,7.50,126.20,39890.00
E05000287,Edgware,Harrow,Labour,Outer,84.50,21.70,1.40,4.40,71.30,0.00,358.00,0.75,13.00,2.89,-9.20,7.50,97.10,33600.00
E05000288,Greenhill,Harrow,Labour,Outer,81.70,20.00,2.00,5.10,91.70,0.40,329.00,1.04,16.00,4.56,-9.00,7.40,175.70,37550.00
E05000289,Harrow on the Hill,Harrow,Labour,Outer,83.50,19.80,1.40,3.50,58.10,0.20,350.00,0.81,10.00,3.15,-5.30,7.40,105.10,39630.00
E05000290,Harrow Weald,Harrow,Conservative,Outer,82.70,19.70,1.60,4.70,64.20,0.80,361.00,1.20,18.00,2.78,-3.70,7.40,113.50,36940.00
E05000291,Hatch End,Harrow,Conservative,Outer,84.50,20.30,1.10,2.20,50.20,0.40,371.00,0.80,10.00,2.26,-14.20,7.40,98.40,42350.00
E05000292,Headstone North,Harrow,Conservative,Outer,86.40,20.70,1.00,2.40,54.90,0.20,369.00,0.53,6.00,2.71,-0.50,7.40,81.10,44470.00
E05000293,Headstone South,Harrow,Labour,Outer,83.80,20.10,1.40,3.70,52.60,0.30,365.00,0.61,11.00,3.11,-6.20,7.40,72.90,39090.00
E05000294,Kenton East,Harrow,Labour,Outer,84.10,21.80,1.60,3.80,47.60,0.30,351.00,0.71,13.00,2.54,-8.30,7.50,78.50,32880.00
E05000295,Kenton West,Harrow,Labour,Outer,83.80,19.90,1.20,3.00,52.10,0.30,350.00,0.66,9.00,2.93,-11.50,7.50,80.20,38400.00
E05000296,Marlborough,Harrow,Labour,Outer,83.20,19.00,1.60,6.10,66.10,0.50,352.00,0.94,19.00,3.85,-10.60,7.40,107.40,34450.00
E05000297,Pinner,Harrow,Conservative,Outer,85.20,15.10,1.80,2.80,53.30,0.30,351.00,0.82,10.00,1.84,-12.70,7.40,116.70,43950.00
E05000298,Pinner South,Harrow,Conservative,Outer,88.50,17.60,0.90,1.90,36.60,0.10,379.00,0.30,6.00,2.17,-5.30,7.40,79.90,49420.00
E05000299,Queensbury,Harrow,Labour,Outer,82.60,21.30,1.40,3.20,49.70,0.00,367.00,0.61,14.00,2.64,-9.90,7.50,80.90,35030.00
E05000300,Rayners Lane,Harrow,Labour,Outer,84.40,16.00,1.20,3.00,49.90,0.30,379.00,0.76,8.00,3.18,-10.20,7.40,74.60,40310.00
E05000301,Roxbourne,Harrow,Labour,Outer,83.40,22.30,2.20,5.30,62.30,0.50,351.00,0.94,19.00,3.03,-10.10,7.40,108.20,32130.00
E05000302,Roxeth,Harrow,Labour,Outer,83.00,21.40,1.30,4.90,82.80,0.20,352.00,0.76,13.00,3.01,-5.80,7.40,95.70,35110.00
E05000303,Stanmore Park,Harrow,Conservative,Outer,84.60,14.40,2.10,3.00,57.60,0.50,353.00,0.98,16.00,2.08,-6.50,7.50,118.70,39210.00
E05000304,Wealdstone,Harrow,Labour,Outer,80.90,19.80,1.60,6.60,69.10,0.00,335.00,1.19,19.00,3.30,-22.30,7.40,111.70,32080.00
E05000305,West Harrow,Harrow,Labour,Outer,84.40,19.90,1.30,4.00,41.50,0.20,361.00,0.73,13.00,3.16,-7.30,7.40,89.30,40210.00
E05000306,Brooklands,Havering,Conservative,Outer,79.10,24.00,1.80,4.90,62.30,0.20,327.00,1.02,20.00,2.90,-4.50,7.90,164.70,35250.00
E05000307,Cranham,Havering,Conservative,Outer,85.60,17.00,0.90,2.60,37.10,0.30,354.00,0.58,8.00,2.29,5.20,7.70,119.70,42250.00
E05000308,Elm Park,Havering,Conservative,Outer,82.10,21.00,1.50,5.20,62.40,0.20,327.00,1.15,19.00,2.62,6.60,7.70,121.40,34730.00
E05000309,Emerson Park,Havering,Conservative,Outer,81.50,18.30,1.20,2.30,55.60,0.20,369.00,0.50,7.00,1.96,-11.60,7.90,93.50,43790.00
E05000310,Gooshays,Havering,Labour,Outer,79.00,25.50,3.80,8.80,97.00,2.10,318.00,1.55,28.00,2.59,12.90,7.70,159.80,29400.00
E05000311,Hacton,Havering,Conservative,Outer,82.70,15.10,1.20,3.10,49.10,0.20,345.00,0.52,8.00,2.37,-5.10,7.70,99.70,39740.00
E05000312,Harold Wood,Havering,Conservative,Outer,81.60,17.70,2.20,4.80,61.00,0.70,356.00,0.91,14.00,2.41,1.80,7.70,157.30,37010.00
E05000313,Havering Park,Havering,Conservative,Outer,79.20,19.60,2.40,6.20,59.60,0.60,323.00,1.45,25.00,2.09,12.50,7.70,123.20,33590.00
E05000314,Heaton,Havering,Labour,Outer,78.90,25.60,3.60,8.90,83.90,1.60,324.00,1.40,29.00,2.11,-0.10,7.70,137.70,29560.00
E05000315,Hylands,Havering,Conservative,Outer,84.70,14.70,1.20,3.20,69.50,0.50,346.00,0.65,9.00,2.09,-7.30,7.90,95.30,39890.00
E05000316,Mawneys,Havering,Conservative,Outer,84.00,19.90,1.90,4.70,57.50,0.20,336.00,1.08,18.00,2.47,-2.90,7.70,105.50,35820.00
E05000317,Pettits,Havering,Conservative,Outer,82.70,12.40,1.50,3.10,51.70,0.40,357.00,0.65,11.00,2.21,1.50,7.70,112.70,40010.00
E05000318,Rainham and Wennington,Havering,Conservative,Outer,82.30,24.30,1.90,5.20,81.70,1.00,319.00,0.85,18.00,2.01,4.00,7.70,125.80,34470.00
E05000319,Romford Town,Havering,Conservative,Outer,82.60,20.70,1.70,5.10,109.70,0.60,332.00,0.83,18.00,4.21,-14.20,7.90,216.60,37160.00
E05000320,St Andrew's,Havering,Conservative,Outer,82.10,17.60,1.70,3.60,66.40,0.70,355.00,0.65,12.00,3.20,-10.00,7.90,136.80,38130.00
E05000321,South Hornchurch,Havering,Labour,Outer,80.20,23.80,1.80,7.20,77.50,1.10,323.00,1.02,19.00,2.48,8.30,7.70,119.80,33160.00
E05000322,Squirrel's Heath,Havering,Conservative,Outer,82.80,19.50,1.30,3.90,58.20,0.50,357.00,0.61,12.00,2.60,-16.80,7.90,106.60,41740.00
E05000323,Upminster,Havering,Conservative,Outer,82.50,13.10,0.90,1.60,52.50,0.90,374.00,0.42,4.00,1.94,2.50,7.70,114.50,47580.00
E05000324,Barnhill,Hillingdon,Labour,Outer,80.80,27.20,2.00,6.10,96.80,0.50,356.00,1.13,20.00,2.43,2.00,7.20,113.90,31800.00
E05000325,Botwell,Hillingdon,Labour,Outer,78.10,23.80,2.10,7.50,66.60,1.70,344.00,1.20,21.00,3.05,1.30,7.20,125.80,30700.00
E05000326,Brunel,Hillingdon,Conservative,Outer,80.30,20.50,1.60,3.20,65.00,0.60,342.00,1.29,17.00,2.43,-1.60,7.50,169.10,34630.00
E05000327,Cavendish,Hillingdon,Conservative,Outer,83.50,17.00,0.90,2.30,38.00,0.30,369.00,0.43,8.00,2.10,-6.00,7.70,94.10,43970.00
E05000328,Charville,Hillingdon,Labour,Outer,81.40,22.90,1.20,4.00,65.80,0.30,351.00,0.91,15.00,2.40,6.40,7.20,107.60,35410.00
E05000329,Eastcote and East Ruislip,Hillingdon,Conservative,Outer,86.20,12.90,1.00,2.00,51.30,0.20,369.00,0.39,8.00,1.69,5.40,7.70,88.60,47380.00
E05000330,Harefield,Hillingdon,Conservative,Outer,80.10,20.90,2.50,2.90,54.40,2.40,342.00,0.99,15.00,1.44,7.10,7.70,137.20,37990.00
E05000331,Heathrow Villages,Hillingdon,Labour,Outer,81.00,24.90,1.10,3.80,52.00,1.30,336.00,1.29,19.00,2.60,-3.40,7.70,716.70,33170.00
E05000332,Hillingdon East,Hillingdon,Conservative,Outer,80.90,19.60,1.40,4.30,69.30,0.50,357.00,0.69,14.00,1.68,6.00,7.50,102.40,37250.00
E05000333,Ickenham,Hillingdon,Conservative,Outer,85.00,15.80,0.80,1.50,40.90,0.60,374.00,0.30,5.00,2.07,6.50,7.70,92.10,48770.00
E05000334,Manor,Hillingdon,Conservative,Outer,83.40,13.90,0.80,2.00,55.80,0.20,365.00,0.47,10.00,2.88,-5.60,7.70,99.20,43460.00
E05000335,Northwood,Hillingdon,Conservative,Outer,83.80,14.00,1.20,2.40,50.50,0.10,360.00,0.73,7.00,2.24,7.10,7.70,161.90,46550.00
E05000336,Northwood Hills,Hillingdon,Conservative,Outer,83.80,17.70,1.50,2.60,48.60,0.40,358.00,0.61,11.00,2.04,3.70,7.70,116.30,43320.00
E05000337,Pinkwell,Hillingdon,Labour,Outer,82.40,23.10,1.70,6.20,78.80,0.80,342.00,1.25,19.00,2.70,-2.90,7.70,106.60,31830.00
E05000338,South Ruislip,Hillingdon,Conservative,Outer,81.50,18.20,1.00,3.50,49.30,0.70,349.00,0.73,12.00,2.54,10.20,7.70,93.30,40060.00
